fragment,number_of_rel,sum_difficulty,avg_difficulty
cccc-n,127,445.1250686721225,3.5049218005678937
CcccC,127,425.083400550744,3.3471133901633383
ccS(<=O>)<=O>NC,127,411.3367232927011,3.2388718369504024
cc(O)cn,127,395.9202081097803,3.117481953620317
c<-X>cccN,127,354.97076931647985,2.7950454276888177
cc(c<-X>)N,127,333.9479139781796,2.6295111336864534
ccnc<-N>,126,386.129849675102,3.0645226164690635
cc(C<=O>)cn,125,411.81011325951414,3.2944809060761133
cc(c<=O>)c,125,338.20241473378263,2.705619317870261
ccc<-N>,124,407.7389006490376,3.288216940718045
cn(C)n,124,388.177142259056,3.1304608246698065
c<=O>ccnc,124,346.2228353493895,2.7921196399144317
ccc<=O>[nH],124,321.83238625855284,2.595422469827039
CNc(n)n,123,363.05902943428697,2.951699426295016
ccc<-CF3>c,123,345.414778376648,2.8082502307044552
CC<-O>CNC,123,342.84935562188394,2.787393135137268
c<-X>cNc,123,268.17292517707057,2.1802676843664273
ccn-c,122,413.4741521340871,3.3891323945416976
cc(n)cn,122,384.3635292365705,3.1505207314472994
cc<-C#N>,122,347.45307845617265,2.847976052919448
ccc<-N>n,121,406.56643340489677,3.3600531686355106
c<-N>nc,120,399.2833560134242,3.3273613001118685
ccCnc,120,391.4888252587516,3.2624068771562635
c<-X>cccn,120,371.5707636500805,3.0964230304173372
c<=O>n(c)C,119,379.84726003871026,3.191993781837901
Ccs,118,445.10800044919756,3.7721016987220133
ccNS(<=O>)<=O>,118,443.7037190925948,3.7602010092592777
cc(c)Cn,118,395.79123110563813,3.3541629754715094
cccc<-CF3>,118,360.96626589932384,3.059036151689185
cc<-N>nc,117,407.45564326421686,3.4825268655061272
cccoc,117,379.8941781464303,3.2469587875763275
c-nn,116,398.5039283638577,3.435378692791877
c<-N>c,116,368.75227310168464,3.1788989060490054
c-c(n)n,116,363.51562740703525,3.1337554086813384
cc-ccC,115,401.26946267530764,3.489299675437458
C=CC,115,353.22395539720833,3.0715126556278984
ccn(C)n,115,352.67484318006876,3.0667377667832065
cc<=O>n(c)C,115,347.74680347181084,3.0238852475809637
cCC<=O>NC,115,315.6959750929504,2.745182392112612
cc-nn,114,396.3319547426916,3.4765960942341367
cc-ncc,114,395.96142121142225,3.473345800100195
CNC<=O>N,114,377.0129253400469,3.307130924035499
c<=O>ccnc<=O>,114,310.8244023147037,2.726529844865822
ccS,113,410.828542376567,3.6356508174917432
ccc-nn,113,395.9729145515181,3.504185084526709
cc<-X>cC,113,393.61250059474514,3.4832964654402225
CNCcn,113,370.2102665546786,3.2761970491564476
cc-c(n)n,113,349.3945855911575,3.0919874831075886
ccc<-X>cN,113,337.5921404524658,2.987541065951025
CccC<=O>N,113,337.4499325681276,2.9862825890984745
c<=O>ccc,113,332.82456674897594,2.945350148221026
NCC<=O>N,112,413.7646183784538,3.6943269498076234
cnnC,112,350.3175756173643,3.12783549658361
n[nH],112,294.0126023990065,2.625112521419701
cccS,111,402.08039275386295,3.622345880665432
ccNS(<=O>)<=O>c,111,400.84928011944527,3.6112547758508584
c<-X>cc(c)N,111,343.998073516801,3.0990817433946036
c<-OMe>ccn,111,269.9514377386076,2.4319949345820504
ccc(c<-X>)C,110,368.3677524771038,3.348797749791853
ccCNc,110,368.15170215677017,3.346833655970638
C<=O>CNC,110,361.3922382788074,3.2853839843527943
ccocc,110,340.78463110285645,3.0980421009350585
cc<-SO2CH3>c,110,314.47008043279163,2.8588189130253783
cc(c)c<=O>n,110,300.2084948134767,2.72916813466797
CCC<=O>Nc,109,400.0382697906508,3.6700758696389983
Cc[nH],109,361.3605394032088,3.315234306451457
ncS,109,323.2588107454447,2.965677162802245
ccc<-CF3>cc,109,297.02236813608783,2.7249758544595215
c<-X>ccOC,109,260.11042997270835,2.386334219933104
cc<-X>ccC,109,259.0216240487343,2.37634517475903
cccNS(<=O>)<=O>,108,409.10199670400044,3.7879814509629672
cscC,108,401.0617996580684,3.713535182019152
Ccnn,108,382.77534987606657,3.544216202556172
c<-N>cn,108,369.2248792404886,3.418748881856376
c<-N>ncn,107,375.5733532881556,3.510031339141641
cccc<-N>,107,352.80906299971065,3.2972809626141184
cc(c<-X>)C,107,352.53382283537707,3.2947086246296924
cc(n)CN,107,345.1492353020147,3.225693787869296
C<=O>C(C)C,107,327.28542378762216,3.0587422783889924
ccc(c<=O>)c,107,313.4566652054166,2.929501543975856
ccc<-SO2CH3>c,107,302.8195496454311,2.8300892490227203
c<-OMe>cccn,107,302.28808258487845,2.8251222671483966
C<-O>CN(C)C,107,292.6067688278282,2.734642699325497
c<-O>ccc,106,386.0154544024426,3.641655230211722
cCCNC<=O>,106,374.8809853994946,3.5366130698065525
cCCCC,106,367.54011139505883,3.467359541462819
CNC<=O>CN,106,352.9919473829056,3.330112711159487
CCC(C<=O>)C,106,305.0434918000648,2.877768790566649
cc<-X>cNc,106,222.2787873174997,2.0969696916745257
C<=O>CNC<=O>,105,376.0502688507023,3.5814311319114505
c<-N>ccnc,105,370.00443720002215,3.5238517828573537
ccc<-N>c,105,342.5951300839551,3.2628107627043343
cnn(c)C,105,325.2913871428295,3.09801321088409
CCncn,105,302.1227194223699,2.8773592325939994
cc(C<=O>)cC,105,300.49176921807697,2.8618263735054947
cc(c)o,104,345.1000471457555,3.3182696840938033
COccn,104,337.90554207406154,3.24909175071213
C(<-X>)(<-X>)<-X>C,104,337.0238550216477,3.2406139905927662
