SMILES,pKa
O=C(c1ccc(Br)cc1)C1CN=C2C=CC=CN2C1.[O-][Cl+3]([O-])([O-])O,12.4
O=C(c1ccccc1)C1CN=C2C=CC=CN2C1.[O-][Cl+3]([O-])([O-])O,12.4
COc1cc(NS(=O)(=O)C(F)(F)F)cc(OC)c1Oc1ccc(C#N)c(Cl)c1,4.5
COc1cc(NS(C)(=O)=O)cc(OC)c1Oc1ccc(C#N)c(Cl)c1,8.5
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,8.6
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,7.3
O=C(/C=C(\O)C(=O)N1CCN(c2ccc(-n3cccc3)cc2)CC1)c1cc(Cc2cc(F)cc(F)c2)cn(Cc2ccccc2F)c1=O,9.0
CCOP(=O)(OCC)c1ccc(-c2cc(O)on2)o1,3.23
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,9.3
CNCCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,7.7
Cc1nc2c3ccccc3cc[n+]2c(C)c1[O-],4.0
O=C1CCC(Cc2ccc(Br)cc2)=C1O,8.6
CC(C)N(Cc1cnc[nH]1)c1ccc(Cl)cc1,3.5
Cn1nnnc1-c1onc(O)c1CC(N)C(=O)O,3.7
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.61
CC1=C(C(=O)O)N[C@@H](C2NC(=O)C(c3ccccc3)N=C2S)SC1,10.1
CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,7.45
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,4.85
CC(=O)CC(c1ccccc1)c1c(S)c2ccccc2oc1=O,6.6
O=C(O)C1CCCNC1,10.32
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)S)[C@@H](O)[C@H]1O,5.2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(O)(O)=S)[C@@H](O)[C@H]1O,7.7
Nc1ccc(S(=O)(=O)c2ccc(O)cc2O)cc1,7.67
C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,9.1
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,8.5
N#Cc1ccc(S(=O)(=O)Nc2ccc3cc[nH]c(=O)c3c2)cc1,6.93
N#Cc1ccc(S(=O)(=O)Nc2cc3c(=O)[nH]ccc3cc2F)cc1,5.97
CCCN1CCO[C@H](c2cccc(O)c2)C1,7.4
C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccc(F)cc1.Cl,8.74
C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1.Cl,8.95
CN(C)C(=N)N=C(N)N.Cl,12.4
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,6.0
CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)c1,3.6
Cc1nc(N)c2nnn(C[C@H]3CN(Cc4nccs4)CCO3)c2n1,4.9
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,5.47
CNC(=O)O[C@H]1CCc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,5.0
CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,5.11
CCCCNc1c(N(C)CCCN(C)C)c(=O)c1=O,8.8
CC(C)NC1=NS(=O)(=O)c2cc(Cl)ccc2S1,9.76
OC[C@@H]1N=C(NCc2ccccc2)[C@@H](O)[C@@H](O)[C@@H]1O,10.0
Cc1nc2cccnc2n2c(-c3ccccc3Cl)nnc12,1.0
O=C(Cn1cccc(O)c1=O)NCCN(CCNC(=O)Cn1cccc(O)c1=O)CCNC(=O)Cn1cccc(O)c1=O,8.7
CCCNC(=O)Cn1cccc(O)c1=O,8.75
OC[C@H]1NC[C@@H](O)[C@@H](O)C1(F)F,5.3
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,7.3
COc1cc([C@H]2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC,5.0
Nc1ccc(OS(=O)(=O)O)cc1Cl,2.4
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,7.1
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1cc(F)c2c(N)nccc2c1,8.0
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(S(=O)(=O)C3CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,8.7
CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,9.5
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,8.4
CN1C2CC(OC(=O)c3c[nH]c4ccccc34)CC1C1OC12,6.64
C[C@H](c1nc2c(cnn2C2CCCC2)c(=O)[nH]1)N1CC(c2ncccn2)C1,6.8
CS(=O)(=O)Nn1c(=O)[nH]c2cc(Cl)ccc2c1=O,6.9
CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,7.78
O=C1NC(=O)C(c2ccccc2)O1,5.5
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,2.86
Cn1nnc(-c2onc(O)c2CC(N)C(=O)O)n1,2.9
CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,4.52
CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,3.5
CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)nc2C)c1C,4.97
Cc1ccc(-c2cc3c(NCP(=O)(O)O)ncnc3s2)cc1,6.8
Cc1ccc(-c2cc3c(CCP(=O)(O)O)ncnc3s2)cc1,7.7
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCN)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,9.48
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NCCN(C)C)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,8.5
NC1CCN(OCc2ccccc2)C1=O,6.2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3.6
C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,4.2
O=c1ncnc2[nH][nH]cc1-2,9.7
CC(C)=CCOC[n+]1ccn(C)c1/C=N/O.[Cl-],8.04
CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)C2CCCCC2NS(=O)(=O)C(F)(F)F)cc1,7.6
O=C(Nc1ccc(C2CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)CC2)cc1)c1nc(-c2ccccc2)oc1C(F)(F)F,5.78
Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,6.5
NC(=O)CCN1CCC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccccc1,6.5
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)C(O)[C@H](F)C2O)cc1F,7.5
CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,9.13
Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,5.5
C1CC2CCC1CN2,11.0
Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,4.2
Cc1nn(-c2cccc(NC(=O)[C@H]3C[C@@H]3c3ccccc3)c2)c(C)c1CC(=O)O,4.2
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,5.3
NCC1C2c3ccccc3C(c3ccccc32)C1CN,10.14
CCN1CCN(c2nc(C)nc3sc(-c4ccccc4)cc23)CC1,7.5
CCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,1.8
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O,2.07
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2.0
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O,1.43
Nc1ccc(CC(C(=O)O)N(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O)cc1,10.16
CCCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O,1.8
CCN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2.8
CC(C)CC1(C)NC(=N)N(Cc2cccc(Cl)c2)C1=O,7.2
CC1(C)C(=O)NC(=N)N1CCc1cccc(Cl)c1,4.4
c1ccc(-c2cnc3[nH]cc(-c4ccc(-c5nnn[nH]5)cc4)c3c2)cc1,4.9
O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1,4.2
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,5.3
Cc1cc(OC(F)(F)F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccccc2oc1=O,3.7
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,3.0
O=C([O-])Cc1ccc2[nH]c3c(c2c1)CN(Cc1ccccc1)CC3.[K+],8.65
CC(C)CCOc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@@H](C1CCOCC1)N2,3.8
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1.3
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,2.75
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,2.1
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,2.1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,2.6
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,3.75
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,2.7
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,5.8
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,5.98
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,5.0
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,4.08
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,9.72
O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,8.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,4.7
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,8.92
CN(C)CCC=C1c2ccccc2COc2ccccc21,8.0
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,7.1
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,7.65
CN(C)C(=N)NC(=N)N,11.5
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],4.6
CN1CCOC(c2ccccc2)c2ccccc2C1,9.3
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,7.6
CN[C@@H](C)[C@@H](O)c1ccccc1,9.86
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,8.05
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,8.47
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,9.3
COc1cccc(C2(O)CCCCC2CN(C)C)c1,8.3
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,6.5
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7.26
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2.4
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,6.3
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1.9
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,5.9
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.3
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,4.2
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,6.3
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,9.84
CN/C(=N/CCSCc1nc[nH]c1C)NC#N,6.97
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,9.5
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,6.5
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,6.65
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,8.8
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,8.07
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(CC(C)(C)C)cc21,8.9
CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CS(=O)(=O)C2,5.8
COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,4.0
O=C(O)C(=O)CC(=O)c1ccc(-c2ccccc2)cc1,3.85
COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,4.62
O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,9.2
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,8.8
CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C,2.5
C[C@@H]1CN(C(=O)c2nc(Nc3cc(C4CC4)[nH]n3)c3cc(Cl)ccc3n2)CCN1.Cl,7.93
CO[C@]12CC[C@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.62
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](CC)(CC)COP(=O)(O)O)c(I)c1.O=C([O-])C(F)(F)F,6.56
FC(F)(F)c1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12,4.1
N#Cc1cc(Cl)cc(Oc2c(Cl)ccc(CNC(=O)c3[nH]cnc3Cl)c2F)c1,8.9
O=C(O)c1coc2ccccc2c1=O,8.85
O=c1c(-c2nnn[nH]2)coc2ccccc12,5.85
CC(C)CCN1CC(=O)N=N1,7.0
Cn1nnc(O)c1CC(N)C(=O)O,6.4
CC(CN)c1ccc(O)c(O)c1.Cl,10.0
CC(N)Cc1ccc(O)c(O)c1,10.0
CNCC(OC)c1ccc(O)c(O)c1.Cl,9.5
CNCC(C)c1ccc(O)c(O)c1,10.5
NCC(O)c1ccc(O)c(O)c1,9.0
CNC[C@H](O)c1ccc(O)c(O)c1,9.5
N,9.24
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,6.9
CCC(CC)Nc1cc(C)nc(Nc2c(C)cc(C)cc2C)c1C,9.3
CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C.CS(=O)(=O)O,3.6
Cc1c(Cc2ccccc2S(=O)(=O)c2ccccc2)c(-c2ccccc2)nn1CC(=O)O,3.5
Cc1nnc(C(C)C)n1C1CCN(CC[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)CC1,7.2
Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,7.7
CCN(C(=O)Cc1ccc(OC)cc1)C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,7.8
COc1ccc(CC(=O)NC2CCN(CC[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)cc1,8.2
CCN(C(=O)Cc1ccc(OC)cc1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,8.7
O=C(Oc1ccc([N+](=O)[O-])cc1)c1cccc(O)c1O,8.8
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,3.0
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,3.9
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(N)=O)c3ccccc3)c2=O)c1F,7.65
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,4.16
OB1OCCc2ccccc21,8.4
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)Nc1ccc(F)cc1,8.2
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2)NCc1ccc(F)cc1,8.49
C/C(=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(-c3ccccc3)cc1)[C@H](O)C2)N(C)Cc1ccc(F)cc1,8.3
CN1CCCC/C1=N\c1ccc2c(c1)[C@@H](NC(=O)c1ccc(Br)cc1)[C@H](O)C2,9.9
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,8.0
N#CC(c1ccc(O)cc1)N1CCCCC1,4.2
COc1ccc(C(C#N)N2CCCCC2)cc1OC,4.0
COc1ccc(C(C#N)N2CCCC2)cc1OC,4.3
COc1ccc(C(C#N)N2CCOCC2)cc1OC,2.2
COc1ccc(C(C#N)N2CCN(C)CC2)cc1OC,7.6
N#CC(c1ccc2c(c1)OCO2)N1CCCCC1,4.0
N#CC(c1ccc2c(c1)OCO2)N1CCCC1,4.3
N#CC(c1ccc2c(c1)OCO2)N1CCOCC1,2.2
CN1CCN(C(C#N)c2ccc3c(c2)OCO3)CC1,7.6
COc1cc(C(C#N)N2CCCCC2)cc(OC)c1OC,3.9
COc1cc(C(C#N)N2CCCC2)cc(OC)c1OC,4.2
COc1cc(C(C#N)N2CCOCC2)cc(OC)c1OC,2.1
COc1cc(C(C#N)N2CCN(C)CC2)cc(OC)c1OC,7.6
COc1ccc(C(C#N)N2CCCCC2)cc1O,4.0
COc1ccc(C(C#N)N2CCCC2)cc1O,4.3
COc1ccc(C(C#N)N2CCOCC2)cc1O,2.2
COc1ccc(C(C#N)N2CCN(C)CC2)cc1O,7.7
COc1cc(C(C#N)N2CCCCC2)ccc1O,4.1
COc1cc(C(C#N)N2CCCC2)ccc1O,4.4
COc1cc(C(C#N)N2CCOCC2)ccc1O,2.3
COc1cc(C(C#N)N2CCN(C)CC2)ccc1O,7.7
N#CC(c1ccc(O)cc1)N1CCCC1,4.5
N#CC(c1ccc(O)cc1)N1CCOCC1,2.4
CN1CCN(C(C#N)c2ccc(O)cc2)CC1,7.7
Cl.O=C(O)c1cccn(C[C@@H]2CNCCO[C@H]2c2ccc(Cl)c(F)c2)c1=O,2.58
Cl.O=c1c(-c2nnn[nH]2)cccn1C[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(F)c1,3.88
Cl.O=c1[nH]c(-c2cccn(C[C@@H]3CNCCO[C@H]3c3ccc(Cl)c(F)c3)c2=O)no1,5.45
Cc1nnc(-c2cccn(C[C@@H]3CNCCO[C@H]3c3ccc(Cl)c(F)c3)c2=O)[nH]1.Cl,9.68
Cl.O=c1[nH]c(-c2ccn(C[C@@H]3CNCCO[C@H]3c3ccc(Cl)c(F)c3)c(=O)c2)no1,5.89
Cl.O=c1[nH]c(-c2ccc(=O)n(C[C@@H]3CNCCO[C@H]3c3ccc(Cl)c(F)c3)c2)no1,5.72
Cl.O=c1[nH]c(-c2cccc(=O)n2C[C@@H]2CNCCO[C@H]2c2ccc(Cl)c(F)c2)no1,6.35
C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,7.2
O=S(=O)(Nc1ccn(Cc2cccc3ccccc23)n1)c1ccc(Br)s1,1.93
O=S(=O)(Nc1cc(Sc2cccc3cccnc23)c(O)c2ccccc12)c1ccc(F)cc1,3.48
O=S(=O)(Nc1cc(Sc2cccc3cccnc23)c(O)c2ccccc12)c1ccccc1,3.48
O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,-6.84
Cc1ccc(S(=O)(=O)c2nc(N3CCc4ccccc4C3)sc2Cl)cc1,-3.78
O=S(=O)(Nc1cc2c(c3ccccc13)OC1(N3CCOCC3)CCCCC21)c1ccccc1,5.56
Nc1c(S(=O)(=O)c2ccccc2)sc2nc(-c3ccccc3)cc(-c3ccccc3)c12,-0.69
Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,6.95
Cc1ccc(S(=O)(=O)N/N=C2\CCCc3c2[nH]c2ccc(Cl)cc32)cc1,-0.33
O=S(=O)(Nc1ccccc1-c1nccc2ccccc12)c1ccc(Cl)cc1,5.3
O=c1ccc(-c2ccc(S(=O)(=O)Nc3cccc4c3CCCC4)s2)n[nH]1,-2.5
COc1cccc(-n2cc(C(=O)N(C)c3cccc(Cl)c3)c3ccccc3c2=O)c1,-1.37
CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCc3ccccc3C2)s1,-8.66
Cc1ccc(Nc2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)cc1,2.34
NC(=O)C1CCN(c2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)CC1,3.05
Cc1ccc(S(=O)(=O)c2cnc3ccc(F)cc3c2SCc2ccc(Cl)cc2)cc1,-0.25
COCCn1c(C)c(C)c(S(=O)(=O)c2ccc(Cl)cc2)c1N,-0.59
Cc1ccc(Cl)cc1N(C)C(=O)c1cn(-c2ccc(F)cc2F)c(=O)c2ccccc12,-1.07
c1ccc(-n2ccnc2)cc1,5.1
COc1cc(/C=C2\CCCN3C2=NO[C@@]3(CO)c2ccc(F)cc2)ccc1-n1cnc(C)c1,5.8
COc1cc(/C=C2\CCCN3C2=NOC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,6.7
COc1cc(/C=C2\CCCN3C2=NOC[C@@H]3c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,2.7
CNC(=O)c1nc(-c2nc(-c3cnn4ccccc34)c(C)nc2N)n(C)n1,2.3
CNC(=O)c1nc(-c2nc(-c3cnc4ccccn34)c(C)nc2N)n(C)n1,6.2
CC1=NN(c2ccccc2)C(=O)C1,6.9
COc1ccc(N2N=C(C)CC2=O)cc1,7.06
CC1=NN(c2ccc(OCc3no[n+]([O-])c3C#N)cc2)C(=O)C1,7.06
CC1=NN(c2ccc(OCc3no[n+]([O-])c3C(N)=O)cc2)C(=O)C1,7.08
CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)C(=O)C1,7.12
CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3-c3ccccc3)cc2)C(=O)C1,7.09
CC1=NN(c2ccc(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc2)C(=O)C1,7.15
CC1=NN(c2ccc(OCCCCCCO[N+](=O)[O-])cc2)C(=O)C1,7.12
CC1=NN(c2ccc(OCCCO[N+](=O)[O-])cc2)C(=O)C1,7.11
Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,8.8
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,7.6
Nc1c(F)c(N2CC(N)C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,6.65
CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,6.08
C[C@@H]1[C@@H](N(C)C)CN1c1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F,6.08
CN[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)[C@@H]1C,6.13
C[C@@H]1[C@@H](N(C)C)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,6.29
CN(C)C1(C)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,6.05
CN(C)C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,6.44
CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,6.23
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,6.26
